Species,Set,Isolate,Rep,Whole Shoot,Roots,Number Plants,Weight per root,Weight per shoot
Pythium aff. torulosum ,Set_1-1,AR_15.S.2.7.A,R1,670,50,5,10,134
Pythium aff. torulosum ,Set_1-1,AR_15.S.2.7.A,R2,680,110,5,22,136
Pythium aff. torulosum ,Set_1-1,AR_15.S.2.7.A,R3,630,80,5,16,126
Pythium aff. dissotocum,Set_1-1,AR_160.S.1.9.A,R1,900,160,5,32,180
Pythium aff. dissotocum,Set_1-1,AR_160.S.1.9.A,R2,650,70,5,14,130
Pythium aff. dissotocum,Set_1-1,AR_160.S.1.9.A,R3,730,60,5,12,146
Pythium lutarium ,Set_1-1,AR_284.S.1.4.A,R1,650,80,5,16,130
Pythium lutarium ,Set_1-1,AR_284.S.1.4.A,R2,690,110,5,22,138
Pythium lutarium ,Set_1-1,AR_284.S.1.4.A,R3,620,50,5,10,124
CONTROL,Set_1-1,CONTROL,R1,820,180,5,36,164
CONTROL,Set_1-1,CONTROL,R2,800,190,5,38,160
CONTROL,Set_1-1,CONTROL,R3,660,220,5,44,132
CONTROL_NR,Set_1-1,CONTROL_NR,R1,850,180,5,36,170
CONTROL_NR,Set_1-1,CONTROL_NR,R2,760,170,5,34,152
CONTROL_NR,Set_1-1,CONTROL_NR,R3,690,180,5,36,138
Pythium aff. torulosum ,Set_1-1,IASO_10-16.27,R1,880,40,5,8,176
Pythium aff. torulosum ,Set_1-1,IASO_10-16.27,R2,720,100,5,20,144
Pythium aff. torulosum ,Set_1-1,IASO_10-16.27,R3,820,100,5,20,164
Pythium heterothallicum,Set_1-1,IASO_10-32.3,R1,770,110,5,22,154
Pythium heterothallicum,Set_1-1,IASO_10-32.3,R2,850,30,5,6,170
Pythium heterothallicum,Set_1-1,IASO_10-32.3,R3,740,40,5,8,148
Pythium aff. dissotocum,Set_1-1,IASO_10-37.8,R1,820,30,5,6,164
Pythium aff. dissotocum,Set_1-1,IASO_10-37.8,R2,720,80,5,16,144
Pythium aff. dissotocum,Set_1-1,IASO_10-37.8,R3,760,10,5,2,152
Pythium irregulare ,Set_1-1,IASO_2-21.2,R1,730,80,5,16,146
Pythium irregulare ,Set_1-1,IASO_2-21.2,R2,690,80,5,16,138
Pythium irregulare ,Set_1-1,IASO_2-21.2,R3,660,100,5,20,132
Phytophthora sojae ,Set_1-1,IASO_3-41.17,R1,620,0,5,0,124
Phytophthora sojae ,Set_1-1,IASO_3-41.17,R2,570,0,5,0,114
Phytophthora sojae ,Set_1-1,IASO_3-41.17,R3,570,5.2,5,1,114
Pythium attrantheridium,Set_1-1,IASO_6-36.41,R1,720,140,5,28,144
Pythium attrantheridium,Set_1-1,IASO_6-36.41,R2,720,90,5,18,144
Pythium attrantheridium,Set_1-1,IASO_6-36.41,R3,810,160,5,32,162
Phytophthora sojae ,Set_1-1,IASO_8-13.10,R1,690,20,5,4,138
Phytophthora sojae ,Set_1-1,IASO_8-13.10,R2,470,10,5,2,94
Phytophthora sojae ,Set_1-1,IASO_8-13.10,R3,620,20,5,4,124
Pythium ultimum var. sporangiiferum ,Set_1-1,ILSO_3-21A,R1,660,10,5,2,132
Pythium ultimum var. sporangiiferum ,Set_1-1,ILSO_3-21A,R2,420,0,5,0,84
Pythium ultimum var. sporangiiferum ,Set_1-1,ILSO_3-21A,R3,470,0,5,0,94
Pythium attrantheridium,Set_1-1,ILSO_3-24A,R1,730,110,5,22,146
Pythium attrantheridium,Set_1-1,ILSO_3-24A,R2,720,20,5,4,144
Pythium attrantheridium,Set_1-1,ILSO_3-24A,R3,840,120,5,24,168
Pythium ultimum var. ultimum,Set_1-1,ILSO_4-52C,R1,750,20,5,4,150
Pythium ultimum var. ultimum,Set_1-1,ILSO_4-52C,R2,720,30,5,6,144
Pythium ultimum var. ultimum,Set_1-1,ILSO_4-52C,R3,590,4.3,5,0.9,118
Pythium oopapillum,Set_1-1,ILSO_6-12B,R1,740,140,5,28,148
Pythium oopapillum,Set_1-1,ILSO_6-12B,R2,740,30,5,6,148
Pythium oopapillum,Set_1-1,ILSO_6-12B,R3,650,90,5,18,130
Pythium sylvaticum ,Set_1-1,INSO_1-10C,R1,660,90,5,18,132
Pythium sylvaticum ,Set_1-1,INSO_1-10C,R2,560,70,5,14,112
Pythium sylvaticum ,Set_1-1,INSO_1-10C,R3,690,160,5,32,138
Pythium oopapillum,Set_1-1,INSO_1-53A,R1,750,90,5,18,150
Pythium oopapillum,Set_1-1,INSO_1-53A,R2,590,100,5,20,118
Pythium oopapillum,Set_1-1,INSO_1-53A,R3,660,150,5,30,132
Pythium lutarium ,Set_1-1,INSO_1-8A,R1,690,150,5,30,138
Pythium lutarium ,Set_1-1,INSO_1-8A,R2,780,140,5,28,156
Pythium lutarium ,Set_1-1,INSO_1-8A,R3,660,70,5,14,132
Pythium aff. torulosum ,Set_1-1,INSO_4-10,R1,930,200,5,40,186
Pythium aff. torulosum ,Set_1-1,INSO_4-10,R2,760,140,5,28,152
Pythium aff. torulosum ,Set_1-1,INSO_4-10,R3,740,170,5,34,148
Pythium ultimum var. sporangiiferum ,Set_1-1,INSO_5-50,R1,680,60,5,12,136
Pythium ultimum var. sporangiiferum ,Set_1-1,INSO_5-50,R2,510,60,5,12,102
Pythium ultimum var. sporangiiferum ,Set_1-1,INSO_5-50,R3,650,40,5,8,130
Pythium irregulare ,Set_1-1,KSSO_2-10,R1,720,100,5,20,144
Pythium irregulare ,Set_1-1,KSSO_2-10,R2,680,60,5,12,136
Pythium irregulare ,Set_1-1,KSSO_2-10,R3,710,80,5,16,142
Aphanomyces cladogamus ,Set_1-1,KSSO_5-30,R1,820,130,5,26,164
Aphanomyces cladogamus ,Set_1-1,KSSO_5-30,R2,710,10,5,2,142
Aphanomyces cladogamus ,Set_1-1,KSSO_5-30,R3,720,110,5,22,144
Phytophthora sansomeana,Set_1-1,KSSO_6-1,R1,690,20,5,4,138
Phytophthora sansomeana,Set_1-1,KSSO_6-1,R2,770,10,5,2,154
Phytophthora sansomeana,Set_1-1,KSSO_6-1,R3,740,30,5,6,148
Pythium ultimum var. sporangiiferum ,Set_1-1,KSSO_6-30,R1,730,110,5,22,146
Pythium ultimum var. sporangiiferum ,Set_1-1,KSSO_6-30,R2,650,90,5,18,130
Pythium ultimum var. sporangiiferum ,Set_1-1,KSSO_6-30,R3,720,10,5,2,144
Phytophthora sansomeana,Set_1-1,KSSO_6-47,R1,280,0,5,0,56
Phytophthora sansomeana,Set_1-1,KSSO_6-47,R2,380,0,5,0,76
Phytophthora sansomeana,Set_1-1,KSSO_6-47,R3,630,0,5,0,126
Pythium aff. dissotocum,Set_1-1,MISO_1-33,R1,820,120,5,24,164
Pythium aff. dissotocum,Set_1-1,MISO_1-33,R2,790,90,5,18,158
Pythium aff. dissotocum,Set_1-1,MISO_1-33,R3,850,130,5,26,170
Pythium lutarium ,Set_1-1,MISO_1-4,R1,710,110,5,22,142
Pythium lutarium ,Set_1-1,MISO_1-4,R2,740,70,5,14,148
Pythium lutarium ,Set_1-1,MISO_1-4,R3,740,0,5,0,148
Pythium ultimum var. ultimum,Set_1-1,MISO_8-10,R1,460,10,5,2,92
Pythium ultimum var. ultimum,Set_1-1,MISO_8-10,R2,400,30,5,6,80
Pythium ultimum var. ultimum,Set_1-1,MISO_8-10,R3,320,0,5,0,64
Pythium oopapillum,Set_1-1,MISO_8-23,R1,780,10,5,2,156
Pythium oopapillum,Set_1-1,MISO_8-23,R2,770,80,5,16,154
Pythium oopapillum,Set_1-1,MISO_8-23,R3,750,10,5,2,150
Pythium heterothallicum,Set_1-1,MISO_8-33,R1,770,180,5,36,154
Pythium heterothallicum,Set_1-1,MISO_8-33,R2,620,100,5,20,124
Pythium heterothallicum,Set_1-1,MISO_8-33,R3,820,150,5,30,164
Pythium sylvaticum ,Set_1-1,NDSO_1-42,R1,640,70,5,14,128
Pythium sylvaticum ,Set_1-1,NDSO_1-42,R2,750,110,5,22,150
Pythium sylvaticum ,Set_1-1,NDSO_1-42,R3,690,70,5,14,138
Pythium attrantheridium,Set_1-1,NDSO_2-12,R1,750,170,5,34,150
Pythium attrantheridium,Set_1-1,NDSO_2-12,R2,610,100,5,20,122
Pythium attrantheridium,Set_1-1,NDSO_2-12,R3,720,130,5,26,144
Pythium sylvaticum ,Set_1-1,NESO_2-13,R1,610,110,5,22,122
Pythium sylvaticum ,Set_1-1,NESO_2-13,R2,740,150,5,30,148
Pythium sylvaticum ,Set_1-1,NESO_2-13,R3,590,80,5,16,118
Phytophthora sojae ,Set_1-1,V-SDSO2_1-53,R1,860,230,5,46,172
Phytophthora sojae ,Set_1-1,V-SDSO2_1-53,R2,740,210,5,42,148
Phytophthora sojae ,Set_1-1,V-SDSO2_1-53,R3,720,130,5,26,144
Pythium heterothallicum,Set_1-1,NESO_4-30,R1,780,170,5,34,156
Pythium heterothallicum,Set_1-1,NESO_4-30,R2,720,180,5,36,144
Pythium heterothallicum,Set_1-1,NESO_4-30,R3,830,10,5,2,166
Pythium ultimum var. ultimum,Set_1-1,WISO_4-13,R1,620,110,5,22,124
Pythium ultimum var. ultimum,Set_1-1,WISO_4-13,R2,650,60,5,12,130
Pythium ultimum var. ultimum,Set_1-1,WISO_4-13,R3,640,90,5,18,128
Pythium irregulare ,Set_1-1,WISO_5-65,R1,610,50,5,10,122
Pythium irregulare ,Set_1-1,WISO_5-65,R2,740,70,5,14,148
Pythium irregulare ,Set_1-1,WISO_5-65,R3,730,50,5,10,146
Pythium aff. torulosum ,Set_1-2,AR_15.S.2.7.A,R1,840,50,5,10,168
Pythium aff. torulosum ,Set_1-2,AR_15.S.2.7.A,R2,540,110,5,22,108
Pythium aff. torulosum ,Set_1-2,AR_15.S.2.7.A,R3,460,70,5,14,92
Pythium aff. dissotocum,Set_1-2,AR_160.S.1.9.A,R1,570,110,5,22,114
Pythium aff. dissotocum,Set_1-2,AR_160.S.1.9.A,R2,700,180,5,36,140
Pythium aff. dissotocum,Set_1-2,AR_160.S.1.9.A,R3,490,90,5,18,98
Pythium lutarium ,Set_1-2,AR_284.S.1.4.A,R1,730,180,5,36,146
Pythium lutarium ,Set_1-2,AR_284.S.1.4.A,R2,530,110,5,22,106
Pythium lutarium ,Set_1-2,AR_284.S.1.4.A,R3,530,110,5,22,106
CONTROL,Set_1-2,CONTROL,R1,660,190,5,38,132
CONTROL,Set_1-2,CONTROL,R2,760,190,5,38,152
CONTROL,Set_1-2,CONTROL,R3,950,240,5,48,190
CONTROL_NR,Set_1-2,CONTROL_NR,R1,760,270,5,54,152
CONTROL_NR,Set_1-2,CONTROL_NR,R2,730,260,5,52,146
CONTROL_NR,Set_1-2,CONTROL_NR,R3,1170,270,5,54,234
Pythium aff. torulosum ,Set_1-2,IASO_10-16.27,R1,790,180,5,36,158
Pythium aff. torulosum ,Set_1-2,IASO_10-16.27,R2,690,220,5,44,138
Pythium aff. torulosum ,Set_1-2,IASO_10-16.27,R3,580,160,5,32,116
Pythium heterothallicum,Set_1-2,IASO_10-32.3,R1,650,140,5,28,130
Pythium heterothallicum,Set_1-2,IASO_10-32.3,R2,960,90,5,18,192
Pythium heterothallicum,Set_1-2,IASO_10-32.3,R3,730,140,5,28,146
Pythium aff. dissotocum,Set_1-2,IASO_10-37.8,R1,690,110,5,22,138
Pythium aff. dissotocum,Set_1-2,IASO_10-37.8,R2,700,100,5,20,140
Pythium aff. dissotocum,Set_1-2,IASO_10-37.8,R3,810,190,5,38,162
Pythium irregulare ,Set_1-2,IASO_2-21.2,R1,580,40,5,8,116
Pythium irregulare ,Set_1-2,IASO_2-21.2,R2,640,70,5,14,128
Pythium irregulare ,Set_1-2,IASO_2-21.2,R3,710,60,5,12,142
Phytophthora sojae ,Set_1-2,IASO_3-41.17,R1,870,140,5,28,174
Phytophthora sojae ,Set_1-2,IASO_3-41.17,R2,910,140,5,28,182
Phytophthora sojae ,Set_1-2,IASO_3-41.17,R3,820,220,5,44,164
Pythium attrantheridium,Set_1-2,IASO_6-36.41,R1,780,90,5,18,156
Pythium attrantheridium,Set_1-2,IASO_6-36.41,R2,750,50,5,10,150
Pythium attrantheridium,Set_1-2,IASO_6-36.41,R3,730,40,5,8,146
Phytophthora sojae ,Set_1-2,IASO_8-13.10,R1,710,220,5,44,142
Phytophthora sojae ,Set_1-2,IASO_8-13.10,R2,780,190,5,38,156
Phytophthora sojae ,Set_1-2,IASO_8-13.10,R3,840,310,5,62,168
Pythium ultimum var. sporangiiferum ,Set_1-2,ILSO_3-21A,R1,840,90,5,18,168
Pythium ultimum var. sporangiiferum ,Set_1-2,ILSO_3-21A,R2,750,82,5,16.4,150
Pythium ultimum var. sporangiiferum ,Set_1-2,ILSO_3-21A,R3,660,20,5,4,132
Pythium attrantheridium,Set_1-2,ILSO_3-24A,R1,670,130,5,26,134
Pythium attrantheridium,Set_1-2,ILSO_3-24A,R2,770,80,5,16,154
Pythium attrantheridium,Set_1-2,ILSO_3-24A,R3,770,40,5,8,154
Pythium ultimum var. ultimum,Set_1-2,ILSO_4-52C,R1,660,30,5,6,132
Pythium ultimum var. ultimum,Set_1-2,ILSO_4-52C,R2,640,40,5,8,128
Pythium ultimum var. ultimum,Set_1-2,ILSO_4-52C,R3,660,60,5,12,132
Pythium oopapillum,Set_1-2,ILSO_6-12B,R1,750,100,5,20,150
Pythium oopapillum,Set_1-2,ILSO_6-12B,R2,960,150,5,30,192
Pythium oopapillum,Set_1-2,ILSO_6-12B,R3,680,200,5,40,136
Pythium sylvaticum ,Set_1-2,INSO_1-10C,R1,590,190,5,38,118
Pythium sylvaticum ,Set_1-2,INSO_1-10C,R2,650,80,5,16,130
Pythium sylvaticum ,Set_1-2,INSO_1-10C,R3,710,100,5,20,142
Pythium oopapillum,Set_1-2,INSO_1-53A,R1,630,120,5,24,126
Pythium oopapillum,Set_1-2,INSO_1-53A,R2,730,80,5,16,146
Pythium oopapillum,Set_1-2,INSO_1-53A,R3,880,30,5,6,176
Pythium lutarium ,Set_1-2,INSO_1-8A,R1,750,90,5,18,150
Pythium lutarium ,Set_1-2,INSO_1-8A,R2,810,130,5,26,162
Pythium lutarium ,Set_1-2,INSO_1-8A,R3,760,90,5,18,152
Pythium aff. torulosum ,Set_1-2,INSO_4-10,R1,550,110,5,22,110
Pythium aff. torulosum ,Set_1-2,INSO_4-10,R2,770,240,5,48,154
Pythium aff. torulosum ,Set_1-2,INSO_4-10,R3,960,160,5,32,192
Pythium ultimum var. sporangiiferum ,Set_1-2,INSO_5-50,R1,700,230,5,46,140
Pythium ultimum var. sporangiiferum ,Set_1-2,INSO_5-50,R2,730,150,5,30,146
Pythium ultimum var. sporangiiferum ,Set_1-2,INSO_5-50,R3,750,120,5,24,150
Pythium irregulare ,Set_1-2,KSSO_2-10,R1,690,60,5,12,138
Pythium irregulare ,Set_1-2,KSSO_2-10,R2,770,130,5,26,154
Pythium irregulare ,Set_1-2,KSSO_2-10,R3,790,40,5,8,158
Aphanomyces cladogamus ,Set_1-2,KSSO_5-30,R1,670,110,5,22,134
Aphanomyces cladogamus ,Set_1-2,KSSO_5-30,R2,720,100,5,20,144
Aphanomyces cladogamus ,Set_1-2,KSSO_5-30,R3,700,200,5,40,140
Phytophthora sansomeana,Set_1-2,KSSO_6-1,R1,860,30,5,6,172
Phytophthora sansomeana,Set_1-2,KSSO_6-1,R2,610,10,5,2,122
Phytophthora sansomeana,Set_1-2,KSSO_6-1,R3,790,20,5,4,158
Pythium ultimum var. sporangiiferum ,Set_1-2,KSSO_6-30,R1,720,150,5,30,144
Pythium ultimum var. sporangiiferum ,Set_1-2,KSSO_6-30,R2,810,100,5,20,162
Pythium ultimum var. sporangiiferum ,Set_1-2,KSSO_6-30,R3,770,120,5,24,154
Phytophthora sansomeana,Set_1-2,KSSO_6-47,R1,390,10,5,2,78
Phytophthora sansomeana,Set_1-2,KSSO_6-47,R2,320,0,5,0,64
Phytophthora sansomeana,Set_1-2,KSSO_6-47,R3,440,20,5,4,88
Pythium aff. dissotocum,Set_1-2,MISO_1-33,R1,760,220,5,44,152
Pythium aff. dissotocum,Set_1-2,MISO_1-33,R2,770,100,5,20,154
Pythium aff. dissotocum,Set_1-2,MISO_1-33,R3,820,90,5,18,164
Pythium lutarium ,Set_1-2,MISO_1-4,R1,760,130,5,26,152
Pythium lutarium ,Set_1-2,MISO_1-4,R2,490,40,5,8,98
Pythium lutarium ,Set_1-2,MISO_1-4,R3,740,160,5,32,148
Pythium ultimum var. ultimum,Set_1-2,MISO_8-10,R1,600,30,5,6,120
Pythium ultimum var. ultimum,Set_1-2,MISO_8-10,R2,670,30,5,6,134
Pythium ultimum var. ultimum,Set_1-2,MISO_8-10,R3,660,40,5,8,132
Pythium oopapillum,Set_1-2,MISO_8-23,R1,750,210,5,42,150
Pythium oopapillum,Set_1-2,MISO_8-23,R2,780,200,5,40,156
Pythium oopapillum,Set_1-2,MISO_8-23,R3,840,190,5,38,168
Pythium heterothallicum,Set_1-2,MISO_8-33,R1,690,150,5,30,138
Pythium heterothallicum,Set_1-2,MISO_8-33,R2,720,70,5,14,144
Pythium heterothallicum,Set_1-2,MISO_8-33,R3,620,70,5,14,124
Pythium sylvaticum ,Set_1-2,NDSO_1-42,R1,800,110,5,22,160
Pythium sylvaticum ,Set_1-2,NDSO_1-42,R2,650,80,5,16,130
Pythium sylvaticum ,Set_1-2,NDSO_1-42,R3,720,80,5,16,144
Pythium attrantheridium,Set_1-2,NDSO_2-12,R1,710,60,5,12,142
Pythium attrantheridium,Set_1-2,NDSO_2-12,R2,940,70,5,14,188
Pythium attrantheridium,Set_1-2,NDSO_2-12,R3,770,50,5,10,154
Pythium sylvaticum ,Set_1-2,NESO_2-13,R1,770,70,5,14,154
Pythium sylvaticum ,Set_1-2,NESO_2-13,R2,700,110,5,22,140
Pythium sylvaticum ,Set_1-2,NESO_2-13,R3,810,110,5,22,162
Phytophthora sojae ,Set_1-2,V-SDSO2_1-53,R1,830,90,5,18,166
Phytophthora sojae ,Set_1-2,V-SDSO2_1-53,R2,880,300,5,60,176
Phytophthora sojae ,Set_1-2,V-SDSO2_1-53,R3,740,140,5,28,148
Pythium heterothallicum,Set_1-2,NESO_4-30,R1,890,140,5,28,178
Pythium heterothallicum,Set_1-2,NESO_4-30,R2,710,120,5,24,142
Pythium heterothallicum,Set_1-2,NESO_4-30,R3,790,150,5,30,158
Pythium ultimum var. ultimum,Set_1-2,WISO_4-13,R1,520,40,5,8,104
Pythium ultimum var. ultimum,Set_1-2,WISO_4-13,R2,460,0,5,0,92
Pythium ultimum var. ultimum,Set_1-2,WISO_4-13,R3,540,10,5,2,108
Pythium irregulare ,Set_1-2,WISO_5-65,R1,470,30,5,6,94
Pythium irregulare ,Set_1-2,WISO_5-65,R2,780,140,5,28,156
Pythium irregulare ,Set_1-2,WISO_5-65,R3,730,40,5,8,146
Pythium aff. torulosum ,Set_1-3,AR_15.S.2.7.A,R1,700,210,5,42,140
Pythium aff. torulosum ,Set_1-3,AR_15.S.2.7.A,R2,420,70,5,14,84
Pythium aff. torulosum ,Set_1-3,AR_15.S.2.7.A,R3,600,170,5,34,120
Pythium aff. dissotocum,Set_1-3,AR_160.S.1.9.A,R1,740,210,5,42,148
Pythium aff. dissotocum,Set_1-3,AR_160.S.1.9.A,R2,680,150,5,30,136
Pythium aff. dissotocum,Set_1-3,AR_160.S.1.9.A,R3,790,230,5,46,158
Pythium lutarium ,Set_1-3,AR_284.S.1.4.A,R1,730,110,5,22,146
Pythium lutarium ,Set_1-3,AR_284.S.1.4.A,R2,700,160,5,32,140
Pythium lutarium ,Set_1-3,AR_284.S.1.4.A,R3,600,140,5,28,120
CONTROL,Set_1-3,CONTROL,R1,730,240,5,48,146
CONTROL,Set_1-3,CONTROL,R2,720,190,5,38,144
CONTROL,Set_1-3,CONTROL,R3,840,250,5,50,168
CONTROL_NR,Set_1-3,CONTROL_NR,R1,730,230,5,46,146
CONTROL_NR,Set_1-3,CONTROL_NR,R2,820,270,5,54,164
CONTROL_NR,Set_1-3,CONTROL_NR,R3,920,300,5,60,184
Pythium aff. torulosum ,Set_1-3,IASO_10-16.27,R1,850,270,5,54,170
Pythium aff. torulosum ,Set_1-3,IASO_10-16.27,R2,740,170,5,34,148
Pythium aff. torulosum ,Set_1-3,IASO_10-16.27,R3,450,190,5,38,90
Pythium heterothallicum,Set_1-3,IASO_10-32.3,R1,830,260,5,52,166
Pythium heterothallicum,Set_1-3,IASO_10-32.3,R2,730,230,5,46,146
Pythium heterothallicum,Set_1-3,IASO_10-32.3,R3,630,160,5,32,126
Pythium aff. dissotocum,Set_1-3,IASO_10-37.8,R1,810,260,5,52,162
Pythium aff. dissotocum,Set_1-3,IASO_10-37.8,R2,750,170,5,34,150
Pythium aff. dissotocum,Set_1-3,IASO_10-37.8,R3,830,230,5,46,166
Pythium irregulare ,Set_1-3,IASO_2-21.2,R1,830,220,5,44,166
Pythium irregulare ,Set_1-3,IASO_2-21.2,R2,850,240,5,48,170
Pythium irregulare ,Set_1-3,IASO_2-21.2,R3,760,190,5,38,152
Phytophthora sojae ,Set_1-3,IASO_3-41.17,R1,620,30,5,6,124
Phytophthora sojae ,Set_1-3,IASO_3-41.17,R2,660,60,5,12,132
Phytophthora sojae ,Set_1-3,IASO_3-41.17,R3,590,70,5,14,118
Pythium attrantheridium,Set_1-3,IASO_6-36.41,R1,580,170,5,34,116
Pythium attrantheridium,Set_1-3,IASO_6-36.41,R2,680,240,5,48,136
Pythium attrantheridium,Set_1-3,IASO_6-36.41,R3,300,30,5,6,60
Phytophthora sojae ,Set_1-3,IASO_8-13.10,R1,540,20,5,4,108
Phytophthora sojae ,Set_1-3,IASO_8-13.10,R2,740,60,5,12,148
Phytophthora sojae ,Set_1-3,IASO_8-13.10,R3,830,100,5,20,166
Pythium ultimum var. sporangiiferum ,Set_1-3,ILSO_3-21A,R1,610,20,5,4,122
Pythium ultimum var. sporangiiferum ,Set_1-3,ILSO_3-21A,R2,690,140,5,28,138
Pythium ultimum var. sporangiiferum ,Set_1-3,ILSO_3-21A,R3,660,40,5,8,132
Pythium attrantheridium,Set_1-3,ILSO_3-24A,R1,640,140,5,28,128
Pythium attrantheridium,Set_1-3,ILSO_3-24A,R2,710,160,5,32,142
Pythium attrantheridium,Set_1-3,ILSO_3-24A,R3,690,120,5,24,138
Pythium ultimum var. ultimum,Set_1-3,ILSO_4-52C,R1,450,50,5,10,90
Pythium ultimum var. ultimum,Set_1-3,ILSO_4-52C,R2,700,110,5,22,140
Pythium ultimum var. ultimum,Set_1-3,ILSO_4-52C,R3,700,80,5,16,140
Pythium oopapillum,Set_1-3,ILSO_6-12B,R1,770,180,5,36,154
Pythium oopapillum,Set_1-3,ILSO_6-12B,R2,670,150,5,30,134
Pythium oopapillum,Set_1-3,ILSO_6-12B,R3,720,140,5,28,144
Pythium sylvaticum ,Set_1-3,INSO_1-10C,R1,580,270,5,54,116
Pythium sylvaticum ,Set_1-3,INSO_1-10C,R2,710,220,5,44,142
Pythium sylvaticum ,Set_1-3,INSO_1-10C,R3,970,390,5,78,194
Pythium oopapillum,Set_1-3,INSO_1-53A,R1,720,180,5,36,144
Pythium oopapillum,Set_1-3,INSO_1-53A,R2,450,130,5,26,90
Pythium oopapillum,Set_1-3,INSO_1-53A,R3,790,180,5,36,158
Pythium lutarium ,Set_1-3,INSO_1-8A,R1,800,280,5,56,160
Pythium lutarium ,Set_1-3,INSO_1-8A,R2,800,150,5,30,160
Pythium lutarium ,Set_1-3,INSO_1-8A,R3,880,230,5,46,176
Pythium aff. torulosum ,Set_1-3,INSO_4-10,R1,630,40,5,8,126
Pythium aff. torulosum ,Set_1-3,INSO_4-10,R2,790,180,5,36,158
Pythium aff. torulosum ,Set_1-3,INSO_4-10,R3,720,220,5,44,144
Pythium ultimum var. sporangiiferum ,Set_1-3,INSO_5-50,R1,720,150,5,30,144
Pythium ultimum var. sporangiiferum ,Set_1-3,INSO_5-50,R2,540,180,5,36,108
Pythium ultimum var. sporangiiferum ,Set_1-3,INSO_5-50,R3,710,150,5,30,142
Pythium irregulare ,Set_1-3,KSSO_2-10,R1,600,200,5,40,120
Pythium irregulare ,Set_1-3,KSSO_2-10,R2,580,100,5,20,116
Pythium irregulare ,Set_1-3,KSSO_2-10,R3,780,170,5,34,156
Aphanomyces cladogamus ,Set_1-3,KSSO_5-30,R1,690,190,5,38,138
Aphanomyces cladogamus ,Set_1-3,KSSO_5-30,R2,630,260,5,52,126
Aphanomyces cladogamus ,Set_1-3,KSSO_5-30,R3,680,180,5,36,136
Phytophthora sansomeana,Set_1-3,KSSO_6-1,R1,600,20,5,4,120
Phytophthora sansomeana,Set_1-3,KSSO_6-1,R2,560,20,5,4,112
Phytophthora sansomeana,Set_1-3,KSSO_6-1,R3,670,20,5,4,134
Pythium ultimum var. sporangiiferum ,Set_1-3,KSSO_6-30,R1,700,140,5,28,140
Pythium ultimum var. sporangiiferum ,Set_1-3,KSSO_6-30,R2,830,210,5,42,166
Pythium ultimum var. sporangiiferum ,Set_1-3,KSSO_6-30,R3,660,120,5,24,132
Phytophthora sansomeana,Set_1-3,KSSO_6-47,R1,190,0,5,0,38
Phytophthora sansomeana,Set_1-3,KSSO_6-47,R2,390,0,5,0,78
Phytophthora sansomeana,Set_1-3,KSSO_6-47,R3,320,0,5,0,64
Pythium aff. dissotocum,Set_1-3,MISO_1-33,R1,720,210,5,42,144
Pythium aff. dissotocum,Set_1-3,MISO_1-33,R2,680,170,5,34,136
Pythium aff. dissotocum,Set_1-3,MISO_1-33,R3,730,200,5,40,146
Pythium lutarium ,Set_1-3,MISO_1-4,R1,720,150,5,30,144
Pythium lutarium ,Set_1-3,MISO_1-4,R2,870,280,5,56,174
Pythium lutarium ,Set_1-3,MISO_1-4,R3,950,210,5,42,190
Pythium ultimum var. ultimum,Set_1-3,MISO_8-10,R1,690,10,5,2,138
Pythium ultimum var. ultimum,Set_1-3,MISO_8-10,R2,550,50,5,10,110
Pythium ultimum var. ultimum,Set_1-3,MISO_8-10,R3,480,0,5,0,96
Pythium oopapillum,Set_1-3,MISO_8-23,R1,750,220,5,44,150
Pythium oopapillum,Set_1-3,MISO_8-23,R2,820,310,5,62,164
Pythium oopapillum,Set_1-3,MISO_8-23,R3,950,300,5,60,190
Pythium heterothallicum,Set_1-3,MISO_8-33,R1,750,180,5,36,150
Pythium heterothallicum,Set_1-3,MISO_8-33,R2,690,150,5,30,138
Pythium heterothallicum,Set_1-3,MISO_8-33,R3,830,190,5,38,166
Pythium sylvaticum ,Set_1-3,NDSO_1-42,R1,720,200,5,40,144
Pythium sylvaticum ,Set_1-3,NDSO_1-42,R2,520,190,5,38,104
Pythium sylvaticum ,Set_1-3,NDSO_1-42,R3,600,110,5,22,120
Pythium attrantheridium,Set_1-3,NDSO_2-12,R1,650,200,5,40,130
Pythium attrantheridium,Set_1-3,NDSO_2-12,R2,780,210,5,42,156
Pythium attrantheridium,Set_1-3,NDSO_2-12,R3,660,220,5,44,132
Pythium sylvaticum ,Set_1-3,NESO_2-13,R1,700,210,5,42,140
Pythium sylvaticum ,Set_1-3,NESO_2-13,R2,850,270,5,54,170
Pythium sylvaticum ,Set_1-3,NESO_2-13,R3,610,170,5,34,122
Pythium heterothallicum,Set_1-3,NESO_4-30,R1,610,110,5,22,122
Pythium heterothallicum,Set_1-3,NESO_4-30,R2,810,240,5,48,162
Pythium heterothallicum,Set_1-3,NESO_4-30,R3,700,160,5,32,140
Phytophthora sojae ,Set_1-3,V-SDSO2_1-53,R1,470,30,5,6,94
Phytophthora sojae ,Set_1-3,V-SDSO2_1-53,R2,440,60,5,12,88
Phytophthora sojae ,Set_1-3,V-SDSO2_1-53,R3,520,20,5,4,104
